Epoch,Precision,Recall,Accuracy,AUROC,F1,Best Epoch
5,0.055984555984555984,1.0,0.055984555984555984,0.7917100345532755,0.10603290676416818,5
10,0.055984555984555984,1.0,0.055984555984555984,0.7896819688315352,0.10603290676416818,10
15,0.0,0.0,0.944015444015444,0.8052013257175094,0.0,10
20,0.055984555984555984,1.0,0.055984555984555984,0.668240603624568,0.10603290676416818,20
25,0.0,0.0,0.944015444015444,0.8005613144348072,0.0,20
