Epoch,Precision,Recall,Accuracy,AUROC,F1,Best Epoch
67,0.11297071129707113,0.574468085106383,0.8208494208494208,0.8139789620840153,0.1888111888111888,67
68,0.06259314456035768,0.8936170212765957,0.5104247104247104,0.7681247442716859,0.116991643454039,67
69,0.0,0.0,0.9637065637065637,0.7366765548281506,0.0,67
70,0.042323277802791534,1.0,0.17876447876447876,0.705835720130933,0.08120950323974083,67
71,0.071875,0.7340425531914894,0.6463320463320463,0.7533457787779597,0.13092979127134724,67
72,0.10344827586206896,0.031914893617021274,0.9548262548262548,0.785806226132024,0.04878048780487805,67
73,0.03630745461568173,1.0,0.03667953667953668,0.6390181737588653,0.07007081625046589,67
74,0.0,0.0,0.9637065637065637,0.7557751977632297,0.0,67
75,0.04119193689745837,1.0,0.1552123552123552,0.7891988884342607,0.07912457912457913,67
76,0.0,0.0,0.9637065637065637,0.7633788529732679,0.0,67
77,0.0363355237727097,1.0,0.03745173745173745,0.687670485542826,0.0701230883998508,67
78,0.05190102595051298,0.9148936170212766,0.39034749034749033,0.6863257808237861,0.09822958309537407,67
79,0.03659011288439081,1.0,0.0444015444015444,0.6391588243316967,0.07059707097258731,67
80,0.03699330972058245,1.0,0.055212355212355214,0.7164015616475723,0.0713472485768501,67
81,0.0,0.0,0.9637065637065637,0.7551614498090562,0.0,67
82,0.0690978886756238,0.7659574468085106,0.616988416988417,0.7289876568466994,0.1267605633802817,67
83,0.16666666666666666,0.010638297872340425,0.9621621621621622,0.7909080060010912,0.02,67
84,0.0,0.0,0.9637065637065637,0.7929069489907256,0.0,67
85,0.0,0.0,0.9637065637065637,0.7740043644298963,0.0,67
86,0.03643410852713178,1.0,0.040154440154440155,0.6291065705128206,0.07030665669409125,67
87,0.036891679748822605,1.0,0.05250965250965251,0.7449110065466448,0.07115821347464042,67
88,0.05399195864445721,1.0,0.3640926640926641,0.7871402755046372,0.10245231607629428,67
89,0.0,0.0,0.9637065637065637,0.7122417144026186,0.0,67
90,0.2692307692307692,0.07446808510638298,0.9590733590733591,0.745869987725041,0.11666666666666667,67
91,0.0363355237727097,1.0,0.03745173745173745,0.7760608462902345,0.0701230883998508,67
92,0.0,0.0,0.9637065637065637,0.7520969721767594,0.0,67
93,0.06496272630457935,0.648936170212766,0.6482625482625483,0.7039305441898527,0.1181026137463698,67
94,0.0,0.0,0.9637065637065637,0.7804828150572831,0.0,67
95,0.0,0.0,0.9637065637065637,0.7897913256955809,0.0,67
96,0.0421903052064632,1.0,0.17606177606177606,0.761081560283688,0.08096468561584841,67
97,0.049720670391061456,0.9468085106382979,0.3413127413127413,0.6956278982542281,0.09447983014861996,67
98,0.0479628674574523,0.9893617021276596,0.2868725868725869,0.7540277209492635,0.09149040826364978,67
99,0.0,0.0,0.9637065637065637,0.745175259138025,0.0,67
100,0.11142857142857143,0.4148936170212766,0.8586872586872587,0.7966917280414622,0.17567567567567569,67
