Epoch,Precision,Recall,Accuracy,AUROC,F1,Best Epoch
37,0.060669456066945605,1.0,0.13320463320463322,0.7062379239827938,0.11439842209072978,10
38,0.05609284332688588,1.0,0.05791505791505792,0.7243494817008673,0.10622710622710622,10
39,0.0,0.0,0.944015444015444,0.7800465411466047,0.0,10
40,0.055984555984555984,1.0,0.055984555984555984,0.8127212467385939,0.10603290676416818,10
41,0.05646417445482866,1.0,0.06447876447876448,0.6371356039771525,0.10689273866568375,10
42,0.05688505296194586,1.0,0.07181467181467181,0.7891234750722798,0.10764662212323682,10
43,0.05742574257425743,1.0,0.08108108108108109,0.7502729003596361,0.10861423220973783,10
44,0.10880398671096346,0.903448275862069,0.5803088803088803,0.7961610605740075,0.19421793921423278,44
45,0.055984555984555984,1.0,0.055984555984555984,0.7554093505394541,0.10603290676416818,44
46,0.4444444444444444,0.05517241379310345,0.9432432432432433,0.8230251745292997,0.09815950920245399,44
47,0.05670707860774345,1.0,0.06872586872586872,0.8014794443269163,0.1073279052553664,44
48,0.05600617999227501,1.0,0.05637065637065637,0.7690318031168464,0.10607168983174835,44
49,0.17687074829931973,0.5379310344827586,0.833976833976834,0.8229320922360905,0.26621160409556316,49
50,0.06712962962962964,1.0,0.222007722007722,0.8320005641351104,0.12581344902386118,49
51,0.0825214899713467,0.993103448275862,0.38146718146718145,0.7870587405683661,0.1523809523809524,49
52,0.06141465480728505,1.0,0.1444015444015444,0.8147775192158522,0.11572226656025539,49
53,0.056530214424951264,1.0,0.06563706563706563,0.8276891615541921,0.1070110701107011,49
54,0.058752025931928686,1.0,0.10308880308880308,0.8265340949157324,0.11098354381936472,49
55,0.23958333333333334,0.31724137931034485,0.9054054054054054,0.8216430435089205,0.27299703264094954,55
56,0.055984555984555984,1.0,0.055984555984555984,0.7637684225371977,0.10603290676416818,55
57,0.05672926447574335,1.0,0.06911196911196911,0.8148438050913194,0.10736764161421695,55
58,0.09853249475890985,0.9724137931034482,0.5003861003861004,0.8365277483957407,0.17893401015228427,55
59,0.06337412587412587,1.0,0.17258687258687258,0.818352725477752,0.11919441019317714,55
60,0.06921241050119331,1.0,0.2471042471042471,0.8338734927015021,0.12946428571428573,55
61,0.06407423773751657,1.0,0.18223938223938224,0.7605274663281856,0.12043189368770764,55
62,0.05600617999227501,1.0,0.05637065637065637,0.7172568930258797,0.10607168983174835,55
63,0.055984555984555984,1.0,0.055984555984555984,0.7597292151470277,0.10603290676416818,55
64,0.05644219540677306,1.0,0.06409266409266409,0.8191848247655313,0.10685335298452468,55
65,0.05600617999227501,1.0,0.05637065637065637,0.6526761159297652,0.10607168983174835,55
66,0.06236559139784946,1.0,0.1583011583011583,0.6810098018475425,0.11740890688259109,55
67,0.05769996020692399,1.0,0.08571428571428572,0.7463338269515548,0.109104589917231,55
68,0.09504685408299866,0.9793103448275862,0.4768339768339768,0.8059459840631831,0.1732763880414887,55
69,0.05672926447574335,1.0,0.06911196911196911,0.5956406459347015,0.10736764161421695,55
70,0.055984555984555984,1.0,0.055984555984555984,0.6385050419575488,0.10603290676416818,55
71,0.13480055020632736,0.6758620689655173,0.738996138996139,0.8116381073267048,0.22477064220183487,55
72,0.05846774193548387,1.0,0.09845559845559845,0.5589464776814047,0.11047619047619048,55
73,0.059744540585084466,1.0,0.11891891891891893,0.6809308229320923,0.11275272161741835,55
74,0.05600617999227501,1.0,0.05637065637065637,0.7496044002538608,0.10607168983174835,55
75,0.055984555984555984,1.0,0.055984555984555984,0.5328213807206825,0.10603290676416818,55
76,0.12725344644750794,0.8275862068965517,0.6725868725868726,0.8080812354558917,0.22058823529411764,55
77,0.0,0.0,0.944015444015444,0.8203652774839575,0.0,55
78,0.05979381443298969,1.0,0.11969111969111969,0.7583710598688386,0.11284046692607004,55
79,0.16991643454038996,0.4206896551724138,0.8525096525096525,0.8093448981030956,0.24206349206349206,55
80,0.25609756097560976,0.14482758620689656,0.9285714285714286,0.8185797898596714,0.18502202643171806,55
81,0.08919270833333333,0.9448275862068966,0.45675675675675675,0.7928467668006487,0.16299821534800712,55
82,0.056782334384858045,0.993103448275862,0.07606177606177607,0.7617234327621466,0.10742260350615442,55
83,0.056376360808709176,1.0,0.06293436293436293,0.8121712150059939,0.10673536989326463,55
84,0.09901873327386262,0.7655172413793103,0.5969111969111969,0.7552189549397081,0.17535545023696683,55
85,0.3333333333333333,0.041379310344827586,0.9416988416988417,0.8268641139552924,0.0736196319018405,55
86,0.06611947104423165,1.0,0.20926640926640927,0.8002016783019533,0.12403763900769889,55
87,0.0,0.0,0.944015444015444,0.7975234468655243,0.0,55
88,0.06587914584279873,1.0,0.20617760617760617,0.8088766659614978,0.12361466325660699,55
89,0.0,0.0,0.9432432432432433,0.8294393907340808,0.0,55
90,0.13267813267813267,0.7448275862068966,0.7131274131274131,0.8153388336506593,0.22523461939520334,55
91,0.0,0.0,0.944015444015444,0.775493970806008,0.0,55
92,0.1388888888888889,0.034482758620689655,0.933976833976834,0.7408137648966928,0.055248618784530384,55
93,1.0,0.006896551724137931,0.9444015444015444,0.8000169240533108,0.0136986301369863,55
94,0.0832854681217691,1.0,0.3837837837837838,0.8243269162964529,0.1537645811240721,55
95,0.21428571428571427,0.041379310344827586,0.9378378378378378,0.7293928495874762,0.06936416184971098,55
96,0.056245151280062064,1.0,0.06061776061776062,0.6915788731401171,0.10650018362100624,55
97,0.061992304403591277,1.0,0.15289575289575288,0.7437952189549397,0.11674718196457327,55
98,0.07210343112879164,1.0,0.27953667953667954,0.7363923559692546,0.1345083487940631,55
99,0.05600617999227501,1.0,0.05637065637065637,0.3985459417530498,0.10607168983174835,55
100,0.10071428571428571,0.9724137931034482,0.5123552123552123,0.8198321698046683,0.1825242718446602,55
